# BAM files: ~/data/SOC/SOC-2745-226696.bam, ~/data/SOC/SOC-2774-227362.bam, ~/data/SOC/SOC-5936-294158.bam, ~/data/SOC/SOC-6075-291944.bam, ~/data/SOC/SOC-6752-315581.bam, ~/data/SOC/SOC-7165-343100.bam, ~/data/SOC/SOC-7637-361542.bam, ~/data/SOC/SOC-7777-371281.bam, ~/data/SOC/SOC-8272-401299.bam, ~/data/SOC/SOC-11199-480891.bam, ~/data/SOC/SOC-849-206653.bam, ~/data/SOC/SOC-1255-501160.bam, ~/data/SOC/SOC-2427-221981.bam, ~/data/SOC/SOC-2674-224814.bam, ~/data/SOC/SOC-2742-225553.bam, ~/data/SOC/SOC-4808-260525.bam, ~/data/SOC/SOC-5439-266610.bam, ~/data/SOC/SOC-5606-277617.bam, ~/data/SOC/SOC-5653-277626.bam, ~/data/SOC/SOC-5691-278006.bam
# phenotypes: chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive
# total alignments: 14612031, 106336729, 18330606, 112217237, 14635266, 15379488, 12814697, 13461028, 17491779, 16221093, 14494734, 13801318, 14949521, 18045259, 17407390, 15334240, 14903259, 13804476, 18588809, 18601214
# annotations: /home/cwarth/R/x86_64-unknown-linux-gnu-library/3.0/qarp/python/hg19-refSeq-union.gtf
# gene count: 16897
# interactive: FALSE
# commandline: --genefile /home/cwarth/data/SOC/genelist.txt
# date: 2013-11-15 09:48:38
gene	raw	rpm	area
GNRH1	0.043	0.106	0.951
GPR109B	0.943	0.906	0.424
GPR17	0.385	0.824	0.458
GPR20	0.558	0.952	0.663
GRID1:MIR346	0.383	0.5	0.337
GRID2IP	0.056	0.202	0.827
GSDMC*	0.014	0.01	0.024
HAS2-AS1	0.43	0.433	0.461
HCG27	0.45	0.667	0.107
HDC*	0.537	0.492	0.113
HGFAC	0.202	0.42	0.415
HIST1H1E*	0.685	0.989	0.567
HIST1H2BN	0.461	0.783	0.848
HOXB6	0.386	0.69	0.083
HOXD4	0.807	0.028	0.121
HPX	0.007	0.066	0.992
HS3ST3B1:MGC12916	0.07	0.168	0.597
ITGA2B	0.225	0.936	0.334
KCNAB1	0.112	0.308	0.371
KCNJ10	0.414	0.228	0.556
KCNJ16*	0.577	0.555	0.934
KIAA0319	0.023	0.079	0.324
KIAA1586	0.214	0.695	0.103
KIF6	0.191	0.585	0.561
KLB*	0.241	0.21	0.505
LGI4	0.024	0.129	0.539
LIN7B	0.629	0.726	0.476
LOC100127888*	0.621	0.868	0.758
LOC100128164*	0.057	0.123	0.88
LOC100130275	0.309	0.061	0.374
LOC100130933	0.114	0.447	0.585
LOC100131347	0.056	0.299	0.372
LOC100133991	0.515	0.769	0.761
LOC100268168	0.024	0.026	0.187
LOC100302401	0.188	0.169	0.297
LOC145663	0.071	0.062	0.494
LOC151534	0.473	0.775	0.244
LOC153684	0.967	0.521	0.612
LOC158572	0.711	0.526	0.306
LOC220930	0.087	0.507	0.99
LOC284751	0.341	0.889	0.986
LOC344967*	0.283	0.342	0.373
LOC375196	0.147	0.427	0.456
LOC401022	0.513	0.006	0.18
LOC404266*	0.306	0.627	0.977
LOC643596*	0.998	0.997	0.822
LOC643650:LOC728643	0.364	0.928	0.811
LOC729723	0.012	0.01	0.166
LOC730101	0.445	0.722	0.822
LRRC6	0.402	0.504	0.42
MACROD2	0.74	0.936	0.819
MAGI2	0.335	0.491	0.026
MEX3B	0.075	0.097	0.581
MGC23284	0.089	0.805	0.566
MIR155:MIR155HG	0.139	0.028	0.152
MIR23A*	0.063	0.258	0.552
MIR27A*	0.007	0.022	0.215
MIR29C*	0.047	0.158	0.566
MPPED2	0.066	0.267	0.103
MRPL45P2	0.28	0.897	0.181
MT1L	0.917	0.861	0.149
MTRNR2L4*	0.078	0.056	0.063
MTUS2	0.008	0.024	0.162
MYEOV*	0.434	0.279	0.104
MYO7B	0.328	0.593	0.659
NANOG	0.012	0.01	0.105
NDN	0.115	0.489	0.036
NRADDP	0.125	0.3	0.601
NRL	0.372	0.421	0.695
OTUD6A*	0.039	0.034	0.519
PAR5:SNORD108:SNORD64	0.696	0.712	0.671
PCDHB15	0.12	0.276	0.48
PCOLCE2*	0.153	0.352	0.723
PLB1	0.063	0.311	0.366
PPARG	0.707	0.608	0.687
PRCD	0.11	0.22	0.642
PRRT1	0.176	0.708	0.895
PRSS27	0.023	0.117	0.549
PTCHD2*	0.047	0.108	0.984
PTH1R*	0.47	0.54	0.589
PTPRD	0.071	0.17	0.87
RAB37	0.217	0.108	0.436
RAB3B	0.043	0.088	0.269
RASD2	0.828	0.576	0.239
RGS6	0.019	0.008	0.098
RNF152	0.396	0.709	0.342
RPL13AP20	0.292	0.911	0.007
RPSAP9	0.401	0.811	0.247
RSPH6A	0.527	0.129	0.329
SAMD3	0.903	0.493	0.87
SCN3B	0.005	0.043	0.303
SDCBP2	0.306	0.956	0.702
SEMA3G	0.541	0.131	0.177
SERTAD4	0.914	0.72	0.756
SIRPB1	0.353	0.365	0.022
SLAMF6*	0.032	0.017	0.263
SLC28A2	0.005	0.001	0.442
SLC2A13	0.485	0.895	0.624
SLC39A5	0.996	0.913	0.105
SLC6A3*	0.992	0.986	0.737
SLC6A7*	0.063	0.108	0.385
SLC7A5P1	0.155	0.376	0.123
SNX20	0.168	0.117	0.111
SOSTDC1*	0.345	0.667	0.762
SPATA18	0.099	0.158	0.221
SPATC1	0.412	0.281	0.078
SPNS3*	0.305	0.482	0.471
SPRNP1:SYCE1	0.758	0.921	0.078
SRSF12	0.241	0.18	0.006
STL	0.277	0.141	0.078
TBX6	0.095	0.499	0.189
TCF21*	0.118	0.171	0.725
TCF23*	0.177	0.721	0.825
TCL1A*	0.719	0.691	0.915
TFAP2E	0.351	0.938	0.509
THEMIS*	0.287	0.236	0.198
TLR8	0.279	0.547	0.032
TMEM200A	0.563	0.961	0.75
TMEM91	0.015	0.101	0.751
TNFRSF10C	0.215	0.785	0.186
TRIM16L	0.303	0.333	0.108
TTLL10*	0.058	0.061	0.463
TUBB2B	0.035	0.07	0.081
UBASH3A*	0.11	0.068	0.82
ULBP1*	0.422	0.201	0.027
UPF0639*	0.897	0.746	0.118
USH2A*	0.773	0.836	0.745
VCX*	0.05	0.035	0.158
WBSCR26*	0.373	0.21	0.052
WDR16	0.029	0.083	0.037
WFDC1	0.034	0.145	0.627
WFDC8*	0.094	0.154	0.042
WHAMML2	0.152	0.21	0.019
ZNF214	0.124	0.516	0.227
ZNF389	0.923	0.08	0.538
ZNF491	0.043	0.036	0.07
ZNF683*	0.151	0.202	0.884
ZNF878	0.611	0.516	0.39
ZNRD1-AS1	0.4	0.052	0.784
ZSCAN12P1	0.574	0.582	0.224
ACCN2	0.185	0.79	0.806
ACOT6*	0.643	0.491	0.185
ACOXL	0.269	0.324	0.104
ADAM21*	0.096	0.141	0.289
ALDH1L1*	0.001	0.002	0.795
ALK	0.31	0.56	0.149
AMPH	0.031	0.064	0.215
ANKRD31	0.166	0.464	0.097
ANKRD53	0.355	0.764	0.435
APOC2	0.428	0.706	0.597
APOM	0.739	0.361	0.303
ARHGEF33	0.072	0.504	0.988
ARL11	0.305	0.149	0.019
ASB2	0.142	0.048	0.176
ATP1B2	0.215	0.447	0.006
B3GALT2	0.2	0.797	0.707
BARX1*	0.821	0.786	0.777
BOLL*	0.41	0.396	0.241
BTN2A3	0.16	0.034	0.314
C10orf108	0.203	0.613	0.744
C10orf99*	0.617	0.594	0.652
C14orf184*	0.954	0.199	0.267
C14orf28	0.299	0.027	0.739
C14orf37	0.192	0.598	0.601
C1orf114	0.111	0.349	0.172
C1orf170	0.047	0.331	0.207
C1orf84	0.689	0.048	0.685
C1QTNF9B*	0.352	0.828	0.953
C20orf195*	0.015	0.046	0.018
C2orf14*	0.405	0.366	0.611
C3orf25	0.141	0.137	0.806
C4orf32	0.108	0.031	0.108
C6orf163	0.76	0.359	0.952
CALHM1*	0.441	0.8	0.306
CATSPER3	0.046	0.087	0.018
CCDC154	0.62	0.701	0.237
CCDC87	0.213	0.283	0.501
CCL14:CCL14-CCL15:CCL15*	0.109	0.186	0.242
CCRL2	0.644	0.056	0.963
CD101	0.437	0.062	0.004
CD3G*	0.267	0.018	0.228
CDA*	0.098	0.625	0.599
CDRT15P	0.345	0.646	0.628
CES1*	0.002	0.01	0.037
CES4A	0.671	0.808	0.676
CH25H*	0.207	0.181	0.036
CHRD	0.04	0.048	0.906
CHRM1*	0.79	0.797	0.523
CHRM4*	0.218	0.605	0.6
CHRNA10	0.651	0.995	0.976
CHSY3	0.909	0.874	0.632
CNKSR2	0.147	0.121	0.007
COL6A5*	0.588	0.666	0.223
CPA3*	0.32	0.448	0.865
CRLF1*	0.169	0.419	0.69
CRYBB3	0.78	0.797	0.326
CRYGS	0.16	0.983	0.906
CUBN	0.076	0.045	0.428
CXADRP3*	0.138	0.174	0.44
CXCL6*	0.573	0.791	0.467
CXCR2*	0.006	0.004	0.015
CXCR5	0.53	0.239	0.567
CXorf59*	0.142	0.362	0.063
CYP3A7	0.576	0.82	0.387
DACT1	0.049	0.059	0.753
DDX11L2	0.282	0.566	0.799
DEFB1	0.28	0.326	0.024
DNASE1L2	0.316	0.542	0.174
DPP6	0.571	0.602	0.169
DSCR9*	0.888	0.954	0.197
DUSP15	0.092	0.209	0.905
DYDC2	0.13	0.555	0.082
DYSFIP1*	0.889	0.846	0.015
ECEL1	0.183	0.365	0.813
EDA2R	0.011	0.083	0.606
EDAR*	0.395	0.884	0.921
EFCAB5	0.551	0.313	0.917
EFHA2	0.026	0.122	0.673
EGOT	0.06	0.294	0.064
EMCN	0.151	0.57	0.187
EML6	0.421	0.613	0.145
EMR4P	0.248	0.252	0.535
EVPLL	0.213	0.831	0.107
FAM155A	0.283	0.547	0.45
FAM157A	0.119	0.118	0.735
FAM181B*	0.008	0.069	0.082
FAM5B*	0.979	0.943	0.096
FAM66A	0.199	0.165	0.546
FAM66B	0.275	0.5	0.206
FAM71F2	0.564	0.288	0.342
FANK1	0.207	0.97	0.87
FCN3	0.404	0.209	0.17
FLJ31485	0.338	0.637	0.623
FLJ37201	0.334	0.881	0.116
FOXS1	0.212	0.407	0.607
FUT3*	0.036	0.065	0.282
FZD9*	0.286	0.887	0.491
GCET2	0.971	0.984	0.821
GEMC1*	0.35	0.986	0.451
GFRA1	0.003	0.004	0.36
GNG13	0.789	0.519	0.275
GNGT2	0.699	0.16	0.782
GNN	0.922	0.743	0.735
GPR176	0.371	0.705	0.914
GPR179	0.013	0.03	0.157
GSTT1*	0.3	0.86	0.54
HAAO	0.244	0.825	0.032
HESX1	0.62	0.884	0.175
HEY1	0.211	0.691	0.052
HIGD1B	0.135	0.321	0.5
HLA-DPB2*	0.021	0.013	0.326
HLA-DQB2	0.39	0.309	0.18
HOXA1*	0.815	0.84	0.049
HP	0.556	0.677	0.231
HRC*	0.998	0.993	0.583
HS3ST2*	0.809	0.526	0.822
HS3ST5*	0.543	0.71	0.001
HS3ST6*	0.102	0.217	0.726
HSPC072	0.176	0.448	0.316
HTR2B	0.514	0.056	0.716
HTRA4	0.341	0.325	0.071
IBSP*	0.224	0.144	0.747
IGSF22	0.211	0.593	0.655
IL8	0.602	0.772	0.54
INA	0.885	0.797	0.761
INSL3*	0.028	0.199	0.742
ISM1	0.172	0.242	0.49
ITGB1BP2	0.649	0.783	0.753
KCNN3	0.424	0.875	0.244
KIAA1908	0.025	0.101	0.449
KIRREL2*	0.009	0.03	0.943
KLHL30	0.37	0.456	0.17
KLK12*	0.608	0.524	0.12
KLK1*	0.006	0.009	0.173
KLRF1	0.551	0.918	0.932
LCNL1*	0.558	0.554	0.407
LILRA3*	0.065	0.056	0.182
LILRB5	0.733	0.651	0.405
LOC100128076*	0.067	0.527	0.357
LOC100128081	0.018	0.13	0.191
LOC100133612*	0.133	0.14	0.084
LOC100271832:LOC285045*	0.001	0.005	0.055
LOC100272217	0.203	0.783	0.26
LOC148709	0.204	0.211	0.872
LOC158376	0.886	0.33	0.598
LOC222699	0.446	0.631	0.507
LOC283050	0.05	0.419	0.635
LOC283089	0.048	0.046	0.346
LOC284100*	0.395	0.512	0.715
LOC285629	0.888	0.722	0.609
LOC338817	0.058	0.038	0.134
LOC339674	0.339	0.693	0.823
LOC374491	0.04	0.126	0.926
LOC401097	0.921	0.863	0.445
LOC645781*	0.132	0.135	0.285
LOC727849:LOC80154	0.084	0.247	0.014
LRRC39	0.524	0.711	0.726
LRRK2	0.563	0.835	0.507
LY9	0.335	0.098	0.106
LYPD2*	0.675	0.655	0.637
MATN4	0.349	0.825	0.853
MCTP1	0.353	0.026	0.256
MEI1	0.287	0.321	0.473
MESP2*	0.088	0.299	0.83
MIR135A2*	0.917	0.83	0.937
MIR200A*	0.009	0.009	0.12
MIR3074	0.905	0.483	0.375
MIR4274:SORCS2	0.996	0.974	0.089
MMP12	0.403	0.343	0.636
MRS2P2	0.815	0.31	0.407
MS4A15*	0.165	0.681	0.95
MT1DP*	0.486	0.494	0.257
MYCBPAP	0.002	0.003	0.851
NCRNA00240	0.357	0.748	0.527
NCRNA00257	0.129	0.285	0.153
NIPAL1	0.202	0.203	0.625
NKD1	0.018	0.018	0.843
NLRP7	0.448	0.795	0.706
NODAL*	0.004	0.029	0.411
NOVA2	0.002	0.038	0.972
NOX4	0.425	0.912	0.291
NPC1L1*	0.011	0.019	0.661
NRTN*	0.108	0.378	0.305
NTRK2	0.43	0.516	0.421
NUP62CL	0.246	0.813	0.709
OR1M1*	0.274	0.245	0.857
OSTCL*	0.199	0.633	0.269
OXER1	0.031	0.278	0.865
PCP2	0.001	0.007	0.836
PCSK2*	0.483	0.574	0.245
PDCD1	0.276	0.197	0.837
PEX11G	0.174	0.581	0.457
PGA5*	0.365	0.718	0.476
PHKG1	0.892	0.992	0.996
PKD1L1	0.43	0.498	0.494
PLA2G4F*	0.183	0.488	0.799
PNMA5*	0.841	0.919	0.617
POTEG*	0.34	0.299	0.496
PPP1R1A	0.008	0.03	0.784
PPP1R1B	0.743	0.26	0.072
PRAM1	0.097	0.36	0.433
PRDM7*	0.011	0.024	0.975
PRSS2:TRY6*	0.692	0.499	0.859
PRSS48*	0.104	0.599	0.382
RAB27B	0.179	0.132	0.263
RBM11	0.41	0.945	0.65
RIMS2*	0.662	0.433	0.019
RNF5P1	0.42	0.005	0.045
RPS2P32	0.249	0.887	0.446
RSPH9*	0.106	0.126	0.056
SEC1	0.009	0.106	0.148
SEL1L2*	0.005	0.007	0.01
SEPT12*	0.177	0.401	0.334
SHANK1	0.045	0.042	0.44
SIGLEC8	0.202	0.35	0.04
SIGLECP3*	0.21	0.266	0.079
SIRPB2	0.305	0.302	0.016
SLC12A5*	0.625	0.817	0.688
SLC13A5*	0.805	0.465	0.218
SLC17A7*	0.989	0.935	0.737
SLC22A15	0.195	0.805	0.24
SLC24A4	0.044	0.047	0.628
SLC38A3*	0.014	0.009	0.325
SNCA	0.163	0.397	0.46
SNORD60	0.549	0.888	0.713
SOX5	0.235	0.762	0.367
SPINLW1:SPINLW1-WFDC6:WFDC6	0.388	0.751	0.401
TACR1	0.213	0.117	0.16
TBX1*	0.801	0.907	0.12
TCEANC	0.439	0.024	0.413
TCTEX1D4	0.156	0.536	0.611
THEM5*	0.123	0.376	0.183
TMED6	0.594	0.359	0.759
TMEM133	0.697	0.231	0.959
TMEM178	0.022	0.073	0.014
TMEM190	0.517	0.953	0.346
TMEM200C*	0.014	0.022	0.618
TMPRSS5	0.228	0.721	0.816
TNFRSF9*	0.691	0.352	0.217
TPSAB1*	0.722	0.748	0.062
TPTE2P1*	0.04	0.011	0.028
TRDN*	0.454	0.687	0.098
TRIM15*	0.253	0.029	0.682
TRIM61	0.351	0.206	0.919
TUBB4	0.029	0.053	0.469
TUBBP5	0.496	0.697	0.6
TXLNB	0.033	0.18	0.135
USHBP1	0.194	0.779	0.841
USP51	0.413	0.633	0.573
VNN1	0.712	0.74	0.165
WFIKKN1	0.025	0.233	0.95
WNT2B	0.011	0.007	0.248
XYLT1	0.165	0.912	0.976
ZBTB37	0.595	0.08	0.086
ZNF396	0.518	0.092	0.45
ZNF423	0.056	0.121	0.814
ZNF679*	0.278	0.418	0.416
ZNF699	0.12	0.716	0.994
ZNF804A*	0.335	0.287	0.387
ABCA17P	0.043	0.096	0.301
ADRB1*	0.702	0.722	0.242
ADRB2*	0.671	0.857	0.358
AGT	0.081	0.166	0.449
AICDA*	0.159	0.2	0.644
ANGPT1	0.263	0.642	0.528
AOC2	0.079	0.504	0.11
ARG1*	0.031	0.21	0.285
ASGR1	0.008	0.065	0.242
BAI1	0.994	0.959	0.015
BAMBI	0.004	0.005	0.8
BATF3	0.744	0.631	0.427
BREA2	0.158	0.188	0.116
BTLA	0.811	0.261	0.666
C10orf68:CCDC7	0.106	0.41	0.067
C10orf91*	0.14	0.379	0.868
C12orf36*	0.214	0.435	0.396
C14orf182	0.458	0.164	0.089
C15orf26*	0.058	0.161	0.296
C15orf51	0.007	0.012	0.267
C15orf56	0.008	0.032	0.325
C16orf45	0.014	0.051	0.972
C18orf34*	0.091	0.131	0.766
C19orf35	0.08	0.304	0.765
C19orf45	0.035	0.179	0.569
C20orf201*	0.088	0.257	0.832
C20orf26	0.1	0.247	0.922
C21orf82	0.733	0.313	0.474
C2orf16	0.41	0.547	0.214
C2orf77	0.258	0.916	0.565
C4orf44	0.835	0.84	0.962
C5orf36	0.037	0.065	0.359
C5orf49	0.01	0.008	0.486
C8orf39	0.743	0.057	0.135
C9orf152	0.883	0.626	0.173
C9orf170	0.547	0.611	0.971
C9orf66	0.037	0.03	0.06
C9orf84	0.837	0.857	0.174
C9orf9	0.47	0.317	0.461
C9orf96	0.247	0.984	0.83
CACNA1E	0.772	0.901	0.943
CACNA2D1	0.243	0.159	0.5
CALCR:MIR489:MIR653*	0.691	0.282	0.626
CASS4	0.264	0.843	0.317
CCDC11	0.261	0.937	0.223
CCDC136	0.257	0.561	0.787
CCDC144B	0.231	0.198	0.082
CCDC147	0.101	0.521	0.228
CCDC163P	0.457	0.217	0.417
CCDC37*	0.001	0.002	0.193
CCDC48	0.027	0.039	0.22
CCIN*	0.209	0.224	0.11
CCL21*	0.306	0.419	0.536
CCR2	0.033	0.024	0.862
CCR6	0.076	0.059	0.008
CD160	0.283	0.737	0.388
CD1D	0.465	0.954	0.816
CD207	0.149	0.423	0.705
CD79B*	0.087	0.04	0.851
CD8B	0.993	0.082	0.303
CECR2	0.271	0.467	0.052
CENPV	0.35	0.729	0.835
CFLP1	0.198	0.177	0.084
CHD5	0.018	0.052	0.043
CHIT1*	0.693	0.041	0.105
CLEC1A	0.878	0.753	0.964
CNRIP1	0.063	0.164	0.758
CNTD2	0.618	0.127	0.309
CNTN1*	0.007	0.009	0.795
COL13A1	0.985	0.964	0.592
COL2A1	0.48	0.993	0.994
CTSG*	0.008	0.033	0.011
CTSL3*	0.163	0.451	0.236
CTSLL2	0.132	0.234	0.766
CYP19A1*	0.008	0.058	0.153
CYP3A5	0.459	0.085	0.912
CYP4Z1	0.561	0.903	0.391
DAPL1	0.902	0.474	0.664
DKFZp686O1327*	0.29	0.841	0.435
DLX4	0.051	0.274	0.279
DMRT1*	0.949	0.345	0.567
DMRTA1*	0.864	0.436	0.596
DOC2GP*	0.625	0.927	0.992
EID2B	0.078	0.119	0.049
EMR1*	0.883	0.918	0.556
EPHA8*	0.079	0.174	0.029
EPHX4	0.419	0.166	0.358
F5	0.177	0.204	0.06
FAM129C*	0.23	0.624	0.335
FAM131C*	0.088	0.24	0.098
FAM162B	0.283	0.599	0.467
FAM166B	0.114	0.279	0.885
FAM66D	0.133	0.303	0.422
FAM70B	0.13	0.879	0.761
FAM83E	0.954	0.404	0.915
FFAR3*	0.389	0.694	0.92
FGF13:MIR504	0.599	0.744	0.722
FLG	0.985	0.898	0.945
FLJ35946	0.593	0.775	0.34
FLJ39639	0.034	0.036	0.21
FLJ40852	0.595	0.263	0.447
FLJ43681	0.119	0.142	0.075
FLJ44054	0.079	0.222	0.331
FMO1	0.879	0.542	0.39
FNDC4	0.033	0.116	0.254
FREM2*	0.111	0.184	0.624
FSIP2	0.953	0.925	0.944
GALNT13*	0.077	0.186	0.688
GALNTL2	0.15	0.143	0.947
GAMT	0.008	0.013	0.966
GFI1*	0.012	0.004	0.292
GGT3P	0.364	0.078	0.643
GIPC3	0.415	0.805	0.747
GJB1*	0.332	0.172	0.628
GJB7	0.819	0.007	0.524
GNAO1:MIR3935	0.775	0.613	0.371
GNGT1*	0.571	0.194	0.033
GNMT	0.74	0.835	0.902
GOLGA6L9	0.156	0.34	0.004
GOLGA7B	0.65	0.695	0.076
GPIHBP1	0.943	0.846	0.843
GPR120	0.177	0.117	0.077
GPR135	0.022	0.033	0.03
GPR171	0.746	0.437	0.244
GPR77	0.644	0.982	0.756
GPR85	0.325	0.768	0.929
GRK4	0.503	0.067	0.348
GUCY2C	0.186	0.402	0.246
GZMH*	0.064	0.043	0.684
GZMM*	0.476	0.219	0.329
HAL*	0.655	0.973	0.755
HECW1:MIR3943	0.676	0.584	0.441
HFM1*	0.417	0.736	0.047
HIST1H2AK	0.133	0.315	0.076
HIST1H3J*	0.331	0.818	0.696
HMGN2P46	0.181	0.103	0.382
HOXA11*	0.388	0.356	0.783
HOXA9*	0.983	0.925	0.429
IAPP	0.127	0.084	0.723
IL10	0.237	0.263	0.259
IL23A	0.47	0.26	0.291
INTS4L2	0.139	0.269	0.031
JAKMIP1*	0.232	0.085	0.294
JPH3*	0.063	0.183	0.022
KANK4	0.335	0.436	0.142
KBTBD8	0.451	0.278	0.342
KCNE1*	0.105	0.47	0.302
KCNF1*	0.039	0.075	0.905
KCNG2*	0.03	0.087	0.096
KCNH4	0.765	0.762	0.598
KEL	0.05	0.324	0.372
KIAA1024	0.231	0.798	0.858
KLRG1	0.123	0.238	0.111
KRT16	0.177	0.207	0.241
KRT39*	0.367	0.358	0.591
LBX2*	0.266	0.67	0.238
LMOD3*	0.375	0.321	0.541
LOC100128788	0.298	0.463	0.182
LOC100129316	0.502	0.168	0.838
LOC100129480	0.247	0.371	0.315
LOC100129794	0.365	0.521	0.843
LOC100131176	0.007	0.002	0.364
LOC100271702*	0.082	0.092	0.248
LOC100272216	0.038	0.341	0.802
LOC100288842	0.801	0.613	0.61
LOC100499467	0.346	0.15	0.798
LOC100526820	0.357	0.648	0.166
LOC283038	0.161	0.746	0.451
LOC283693	0.057	0.067	0.17
LOC284009*	0.578	0.817	0.456
LOC284276	0.071	0.09	0.882
LOC388242:LOC613038	0.376	0.397	0.247
LOC388630*	0.043	0.145	0.663
LOC399753	0.113	0.159	0.221
LOC401134*	0.043	0.065	0.235
LOC645158	0.579	0.609	0.816
LOC646278	0.524	0.029	0.166
LOC646324	0.098	0.045	0.321
LOC647859	0.176	0.69	0.431
LOC728819*	0.062	0.244	0.33
LOC729966*	0.189	0.055	0.331
LOXHD1	0.453	0.304	0.685
LPHN3	0.501	0.8	0.999
LRRIQ1	0.278	0.95	0.652
LY86	0.877	0.568	0.056
MAFA*	0.722	0.628	0.016
MAGEA2:MAGEA2B*	0.713	0.742	0.144
MASP1*	0.004	0.002	0.355
MDFI	0.012	0.034	0.302
MGC23270	0.173	0.628	0.471
MIR1272:RBPMS2	0.141	0.529	0.129
MIR4251:PRDM16*	0.002	0.015	0.964
MLANA	0.327	0.046	0.03
MMP17	0.005	0.004	0.787
MORN3	0.216	0.797	0.84
MPZ	0.494	0.961	0.36
MS4A2	0.126	0.133	0.043
MYBPC2*	0.882	0.213	0.05
MYH16*	0.584	0.829	0.34
MYLK4	0.227	0.007	0.069
MYLPF	0.23	0.444	0.554
MYOM3*	0.271	0.583	0.161
MYOT*	0.658	0.89	0.442
MYOZ3	0.004	0.01	0.275
NBPF11:NBPF24	0.326	0.321	0.096
NCRNA00093	0.275	0.353	0.588
NCRNA00158*	0.826	0.742	0.721
NHLH1	0.047	0.443	0.098
NIPAL4*	0.932	0.934	0.731
NOS1*	0.006	0.003	0.29
NPHS1	0.096	0.114	0.409
NPPA	0.777	0.755	0.954
NRAP*	0.176	0.53	0.463
NT5M	0.194	0.902	0.693
NUP210L	0.593	0.794	0.427
OGN	0.279	0.666	0.703
OLAH	0.192	0.174	0.298
OLIG3*	0.057	0.068	0.048
OTUD7A	0.295	0.396	0.506
OVGP1	0.461	0.862	0.058
PANX2	0.042	0.249	0.622
PAPPA	0.802	0.794	0.789
PATE2*	0.021	0.024	0.026
PATE3*	0.084	0.119	0.351
PATE4*	0.163	0.093	0.594
PCDHB3	0.24	0.433	0.046
PCOTH	0.155	0.91	0.488
PDE3B	0.951	0.975	0.489
PDZK1	0.077	0.336	0.511
PGM5	0.018	0.048	0.36
PI15*	0.717	0.54	0.904
PKLR	0.138	0.634	0.16
PLA1A	0.883	0.734	0.837
PM20D1	0.682	0.492	0.782
PNMAL2	0.007	0.024	0.579
PRDM8	0.895	0.923	0.171
PRLH*	0.215	0.278	0.217
PRO0611	0.374	0.648	0.526
PSCA*	0.959	0.943	0.714
PSORS1C2	0.281	0.962	0.915
PTCHD1*	0.148	0.218	0.202
RAB40A*	0.503	0.871	0.052
RBM20	0.362	0.146	0.116
RDH12	0.951	0.901	0.121
REP15	0.451	0.771	0.187
RFPL1S	0.095	0.138	0.258
RFX2	0.108	0.459	0.217
RGPD4	0.32	0.723	0.437
RIMBP2*	0.876	0.613	0.244
RNASE2	0.303	0.914	0.419
RNU11	0.468	0.569	0.755
RPH3AL	0.415	0.569	0.229
SCN9A*	0.4	0.819	0.887
SELP	0.846	0.902	0.338
SEMA3D*	0.822	0.589	0.324
SEPT7L	0.762	0.005	0.257
SGCD	0.553	0.885	0.63
SIT1	0.025	0.024	0.727
SLC16A10	0.815	0.214	0.435
SLC1A7*	0.399	0.447	0.665
SLC22A1*	0.694	0.411	0.845
SLC35F3	0.544	0.758	0.474
SLC4A9*	0.118	0.461	0.697
SLC5A4	0.683	0.041	0.036
SLC5A5	0.2	0.177	0.466
SLC7A14	0.313	0.274	0.034
SLFN12L*	0.018	0.017	0.359
SNORA11C:ZNF157*	0.132	0.342	0.498
SNORA40	0.564	0.091	0.489
SNORD6	0.02	0.017	0.199
SOX14*	0.496	0.459	0.492
SPDEF*	0.603	0.7	0.023
SPEF1	0.092	0.321	1
ST13P4	0.214	0.897	0.022
STK32B	0.488	0.287	0.695
TAG*	0.138	0.694	0.345
TBX15*	0.091	0.45	0.454
TCEB3B*	0.725	0.805	0.052
TCF24*	0.615	0.946	0.558
TCP10L	0.139	0.459	0.193
TG	0.824	0.691	0.503
THBS4	0.068	0.377	0.482
TIMD4*	0.062	0.047	0.014
TLL1*	0.563	0.907	0.862
TLR10	0.075	0.088	0.187
TMEM154	0.481	0.301	0.718
TNFAIP8L2	0.189	0.601	0.326
TNFRSF13C	0.072	0.329	0.192
TNNI2	0.366	0.849	0.864
TPO*	0.868	0.793	0.871
TRIM50	0.174	0.291	0.233
TRPM6*	0.226	0.262	0.507
TSPAN7	0.403	0.681	0.167
TTLL13	0.028	0.216	0.467
TTYH1	0.658	0.599	0.991
USH1C*	0.009	0.014	0.153
USP6	0.225	0.645	0.24
VNN2	0.396	0.241	0.053
VSTM2L*	0.199	0.248	0.043
WDR63	0.117	0.466	0.502
WDR66	0.133	0.256	0.922
WDR78	0.152	0.748	0.792
XKRX	0.332	0.247	0.836
ZCCHC18*	0.059	0.112	0.257
ZNF221	0.167	0.526	0.37
ZNF483	0.423	0.065	0.027
ZNF571	0.537	0.037	0.85
ZNF575	0.108	0.626	0.38
ZNF732	0.607	0.236	0.52
